name,latitude,longitude,postcode,chargeDeviceStatus,deviceControllerName
Winchester Street Car Park,54.996601,-1.429454,NE33 2PS,In service,Charge Your Car
Napier Street Car Park,54.977491,-1.443943,NE32 3NE,In service,Charge Your Car
Whitburn South Bents Car Park,54.94477,-1.364746,SR6 7NT,In service,Charge Your Car
Gourock - Lower Kempock Street,55.961035,-4.822045,PA19 1NQ,In service,Charge Your Car
Ilkeston Hospital,52.98877,-1.320366,DE7 8LN,In service,Charge Your Car
Newholme Hospital,53.218314,-1.672228,DE45 1AD,In service,Charge Your Car
Ripley Hospital,53.048221,-1.410347,DE5 3HE,In service,Charge Your Car
Babington Hospital,53.018423,-1.485606,DE56 1WH,In service,Charge Your Car
Whitworth Hospital,53.150986,-1.574583,DE4 2JD,In service,Charge Your Car
Cavendish Hospital,53.262185,-1.920933,SK17 6TE,In service,Charge Your Car
Walton Hospital,53.222381,-1.441549,S40 3HW,In service,Charge Your Car
Clay Cross Hospital,53.167772,-1.406164,S45 9NZ,In service,Charge Your Car
KILLIN,56.46542,-4.31862,FK21 8UT,In service,Charge Your Car
Kirkintilloch-William Patrick Library car park,55.941555,-4.159049,G66 1AD,In service,ChargePlace Scotland
Fraserburgh,57.694098,-2.004717,AB43 9BB,In service,ChargePlace Scotland
Alford,57.233457,-2.704014,AB33 8AE,In service,ChargePlace Scotland
Aboyne,57.076181,-2.779301,AB34 5HT,In service,ChargePlace Scotland
Braemar,57.006574,-3.398185,AB35 5YE,In service,ChargePlace Scotland
"Cunninghame House Car Park, Irvine",55.613203,-4.674208,KA12 8EE,In service,Charge Your Car
"Roy Bridge, Community Hall",56.890858,-4.842144,PH31 4AE,In service,ChargePlace Scotland
Tongue,58.476904,-4.417802,IV27 4XD,In service,ChargePlace Scotland
Denny Sports Centre,56.024809,-3.907994,FK6 6GD,In service,ChargePlace Scotland
Falkirk Stadium,56.005459,-3.75387,FK2 9EE,In service,ChargePlace Scotland
Nunnery Lane car park,53.954136,-1.087322,YO23 1AA,In service,Charge Your Car
The Sports Village,53.950985,-1.018271,YO10 5FG,In service,Charge Your Car
The Sports Village,53.950985,-1.018271,YO10 5FG,In service,Charge Your Car
York Designer Outlet,53.922153,-1.077467,YO19 4TA,In service,Charge Your Car
Poppleton Bar layby lane,53.96837,-1.15186,YO26 6QF,In service,Charge Your Car
Penns Place A,51.005574,-0.907007,GU314EX,In service,Charge Your Car
Penns Place B,51.005574,-0.907007,GU314EX,In service,Charge Your Car
County Hall Morpeth,55.152933,-1.683965,NE61 2EF,In service,Charge Your Car
Stanley Terrace Morpeth,55.168136,-1.686938,NE61 1PA,In service,Charge Your Car
Rear Front Street Bedlington,55.130933,-1.597849,NE22 5UD,In service,Charge Your Car
Station Yard Car Park Ashington,55.183079,-1.574019,NE63 8AA,In service,Charge Your Car
Newbiggin Sports Centre,55.186146,-1.516851,NE64 6HG,In service,Charge Your Car
Keel Row Car Park Blyth,55.127541,-1.508463,NE24 1AH,In service,Charge Your Car
Greenwell Road Alnwick,55.414259,-1.706099,NE66 1HB,In service,Charge Your Car
Northumberlandia,55.08582,-1.627847,NE23 8AU,In service,Charge Your Car
Station Yard Car Park Seahouses,55.581262,-1.654252,NE68 7RQ,In service,Charge Your Car
Swan Leisure Centre Berwick,55.759583,-2.008579,TD15 2AS,In service,Charge Your Car
Wentworth Leisure Centre Hexham,54.972593,-2.09719,NE46 3PD,In service,Charge Your Car
Wooler Bus Station Car Park,55.54639,-2.015615,NE71 6BY,In service,Charge Your Car
Ponteland Leisure Centre,55.048909,-1.74044,NE20 9EG,In service,Charge Your Car
Wylam Village car park,54.976117,-1.817368,NE41 8DS,In service,Charge Your Car
Stannington Services,55.125457,-1.671574,NE61 6DR,In service,Charge Your Car
Blyth Community Hospital,55.128239,-1.51553,NE24 1XD,Out of service,Charge Your Car
Brockwell Centre Cramlington,55.095599,-1.584241,NE23 1XZ,In service,Charge Your Car
Allen Mills Allendale,54.904863,-2.265761,NE47 9EQ,Out of service,Charge Your Car
Wansbeck Hospital,55.18431,-1.546602,NE63 9JJ,In service,Charge Your Car
Hexham Hospital,54.969548,-2.095488,NE46 1QJ,In service,Charge Your Car
Stakeford Council Depot,55.16067,-1.577303,NE62 5TR,In service,Charge Your Car
Alnwick Lionheart Ind. Est.,55.397916,-1.688899,NE66 2ES,In service,Charge Your Car
County Hall Morpeth,55.152933,-1.683965,NE61 2EF,In service,Charge Your Car
Wentworth Car Park Hexham,54.971074,-2.097804,NE46 1QE,In service,Charge Your Car
Mermaid Car Park Blyth 01,55.109089,-1.500915,NE24 3PL,In service,Charge Your Car
Mermaid Car Park Blyth 02,55.109089,-1.500915,NE24 3PL,In service,Charge Your Car
Thornhill Road Ponteland,55.051163,-1.744151,NE20 9PZ,In service,Charge Your Car
Thornhill Road Ponteland,55.051163,-1.744151,NE20 9PZ,In service,Charge Your Car
Rothbury Community Hospital,55.306628,-1.914088,NE65 7RW,In service,Charge Your Car
Coopies Lane Morpeth,55.162166,-1.682229,NE61 2SL,In service,Charge Your Car
Ashley Road,50.728662,-1.933583,BH14 9BZ,In service,Charge Your Car
"Wimborne, Allenview West Car Park",50.802545,-1.983586,BH21 1AU,In service,Charge Your Car
Hooton Station,53.297381,-2.977038,CH66 7NL,In service,Charge Your Car
Southport & Formby District General Hospital,53.633665,-2.978431,PR86PN,In service,Charge Your Car
Broad Green Rail Station ,53.409971,-2.900672,L143PE,In service,Charge Your Car
Widnes Vikings Stadium ,53.365278,-2.738479,WA8 7DZ,In service,Charge Your Car
St Helens Central Station ,53.452663,-2.730282,WA101DQ,In service,Charge Your Car
Central Car Park,51.262665,-1.085169,RG21 7LX,In service,DBT
Whitehall Road Car Park,53.793531,-1.556904,LS1 4AW,In service,Charge Your Car
Elland Road Park and Ride,53.776524,-1.572175,LS11 8TU,In service,Charge Your Car
Elland Road Park and Ride,53.776524,-1.572175,LS11 8TU,In service,Charge Your Car
Elland Road Park and Ride,53.776524,-1.572175,LS11 8TU,In service,Charge Your Car
Elland Road Park and Ride,53.776524,-1.572175,LS11 8TU,In service,Charge Your Car
Co-op Wirksworth Retail,53.083959,-1.571127,DE4 4FG,In service,Charge Your Car
Sea Winnings Way 1,54.99468,-1.417694,NE33 3PE,In service,Charge Your Car
Sea Winnings Way 2,54.99452,-1.418761,NE33 3PE,In service,Charge Your Car
Monkton Stadium,54.967126,-1.497938,NE32 5NJ,In service,Charge Your Car
Simonside Outdoor Adventure,54.965591,-1.451401,NE34 9SD,In service,Charge Your Car
Boldon Community Association,54.950218,-1.450006,NE35 9DS,In service,Charge Your Car
The Nook,54.971867,-1.409617,NE34 8PS,In service,Charge Your Car
Little Victoria St Car Park - Socket 2,54.592703,-5.93343,BT2 7JQ,In service,POD Point
"Little Donegall Street, Belfast (Socket ",54.604646,-5.931866,BT1 2JD,In service,POD Point
Cromac Street Car Park (Socket 2),54.594109,-5.924292,BT2 8JN,Out of service,POD Point
"Hope Street Car Park, Belfast (Socket 2)",54.593365,-5.935574,BT12 5ED,In service,POD Point
"Adelaide Street, Belfast (Socket 2)",54.594342,-5.928256,BT2 8GB,In service,POD Point
"Lower Crescent, Belfast (Socket 2)",54.587893,-5.934377,BT7 1NR,In service,POD Point
"Central Station, Belfast (Socket 2)",54.595384,-5.915776,BT7 2DS,In service,POD Point
"Cairns Hill Park and Ride, Belfast (Sock",54.546408,-5.905207,BT8 6RG,Out of service,POD Point
"Linenhall Street, Armagh DRD Car Park (S",54.34656,-6.652996,BT61 7DW,In service,POD Point
Palace Demense (Socket 2),54.34048,-6.651155,BT60 4EL,In service,POD Point
"Donnellys Garage, 57 Moy Road, Dungannon",54.48691,-6.74451,BT71 6PP,In service,POD Point
Fiveways Shops & Service Station Newry,54.1917,-6.35143,BT35 6PW,In service,POD Point
"Bagenal's Castle, Newry (Socket 2)",54.173287,-6.335203,BT34 2BY,In service,POD Point
"Bridge Street Car Park, Newry (Socket 2)",54.170538,-6.341426,BT35 8AE,In service,POD Point
"Canal Court Merchants Quay, Newry (Socke",54.176301,-6.340184,BT35 8HF,In service,POD Point
"Hill Street, Newry (Socket 2)",54.175246,-6.338146,BT34 1AR,In service,POD Point
"Monaghan Street, Newry (Socket 2)",54.17688,-6.343961,BT35 6BB,In service,POD Point
Newry Train station (Socket 2),54.189444,-6.362419,BT35 6JW,In service,POD Point
Glenshane Tourist Services Ltd,54.847389,-6.727441,BT46 5JZ,In service,POD Point
"Victoria Market, L'Derry (Socket 2)",54.9989,-7.32095,BT48 7AY,In service,POD Point
"Bishop Street car park, L'Derry (Socket ",54.99466,-7.323385,BT48 6PT,In service,POD Point
"Railway Yard, L'Derry (Socket 2)",54.992927,-7.313118,BT47,In service,POD Point
"Strand Road, L'derry (Socket 2)",55.001546,-7.322345,BT48 7AJ,In service,POD Point
"The Diamond, L'Derry (Socket 2)",54.99548,-7.32185,BT48 6HN,Out of service,POD Point
Down/Market/Cross Street - Socket 2,54.345539,-7.638513,BT74 7DX,In service,POD Point
"Eden Street, Enniskillen (Socket 2)",54.345051,-7.640047,BT74 7EG,In service,POD Point
"Quay Lane North, Enniskillen (Socket 2)",54.343861,-7.633197,BT74 6AG,In service,POD Point
"Wellington Street, Enniskillen (Socket 2",54.343512,-7.637848,BT74 6JH,Out of service,POD Point
"Queen St, Enniskillen (Socket 2)",54.34741,-7.640307,BT74 7JR,Out of service,POD Point
Cross Street Car Park,54.252162,-7.44297,BT92 0JE,In service,POD Point
"Main Street, Irvinestown (Socket 2)",54.472437,-7.630603,BT94 1DW,In service,POD Point
"Main Street, Belleek (Socket 2)",54.480109,-8.091973,BT93 3FX,Out of service,POD Point
"Narrow Gauge Road, Larne (Socket 2)",54.850414,-5.818398,BT40 1XB,In service,POD Point
"Agnew Street, Larne (Socket 2)",54.852236,-5.816134,BT40 1RF,In service,POD Point
"Riverdale, Larne (Socket 2)",54.85092,-5.824385,BT40 1LB,In service,POD Point
"South West College, Cookstown (Socket 2)",54.647349,-6.747952,BT80 8DN,In service,POD Point
"Portrush Service Station, Bushmills Rd",55.201482,-6.645468,BT56 8JE,In service,POD Point
"Mossley West Park and Ride, The Glade",54.696594,-5.951624,BT36 5NN,In service,POD Point
"The Valley Leisure Centre, Newtownabbey",54.661953,-5.930754,BT36 7LJ,In service,POD Point
"Car Park, Harrier Way, Ballyclare",54.750814,-5.999819,BT39 9AA,In service,POD Point
"Sixmile Leisure Centre, Ballyclare",54.752969,-5.997569,BT39 9YU,In service,POD Point
Carpark Farmley Road Glengormley,54.66953,-5.95782,BT36 7TY,In service,POD Point
Beverley Rd Carnmoney,54.68885,-5.948989,BT36 6QD,In service,POD Point
"Car Park, Brooke St, Omagh",54.601591,-7.307725,BT78 5HD,In service,POD Point
Carpark Castle Street Omagh,54.601215,-7.306509,BT78 1DD,In service,POD Point
"Crevenagh Road, Omagh",54.595862,-7.289644,BT79 0EH,In service,POD Point
"Ulster American Folk Park, Omagh",54.659146,-7.334948,BT78 5QU,In service,POD Point
Omagh Sports Forum (Council),54.604011,-7.298569,BT79 7BJ,In service,POD Point
"DRD Car Park Main St, Dromore, Omagh",54.512866,-7.458019,BT78 3AD,In service,POD Point
"Junction One, 111 Ballymena Road",54.73014,-6.2305,BT41 4LL,In service,POD Point
"Antrim Park & Ride, Station Road",54.717252,-6.210415,BT41 4AB,In service,POD Point
Antrim - Dunsilly Park & Ride,54.74636,-6.234244,BT41 2JH,In service,POD Point
"Car Park Castle Street, Antrim",54.7176,-6.2192,BT41 4JE,In service,POD Point
"Carpark Dublin Road, Antrim",54.712504,-6.218678,BT41 4DD,In service,POD Point
Hilton Templepatrick,54.710224,-6.093044,BT39 0DD,In service,POD Point
Antrim Forum Leisure Centre,54.71464,-6.224314,BT41 4DQ,In service,POD Point
"Car Park, The Square, Crossgar",54.396759,-5.758739,BT30 9EE,Out of service,POD Point
"Car Park, Shimna Rd, Newcastle",54.214826,-5.890661,BT33 0AS,In service,POD Point
"Strabane Park and Ride, Railway Street",54.826859,-7.46552,BT82 8EQ,In service,POD Point
Carpark Canal Basin,54.829324,-7.464149,BT82 8EE,Out of service,POD Point
"Carpark Upper Main Street, Strabane",54.824472,-7.461848,BT82 8HU,In service,POD Point
Riversdale Leisure Centre,54.8221,-7.4743,BT82 9DG,In service,POD Point
"Fir Trees Hotel, Dublin Road,Strabane",54.8087,-7.47446,BT82 9TB,In service,POD Point
"Car Park, Main Street, Castlederg",54.70753,-7.59209,BT81 7BH,In service,POD Point
Newtownstewart Leisure Centre,54.7144,-7.3766,BT78 4AP,In service,POD Point
"Car Park, Union Place, Cookstown",54.647992,-6.742508,BT80 8NN,In service,POD Point
"The Burnavon Theatre, Cookstown",54.64707,-6.747388,BT80 8DN,In service,POD Point
Rushmere Shopping Centre,54.451549,-6.393503,BT64 1AA,In service,POD Point
Craigavon Leisure Centre,54.445926,-6.364334,BT65 5BJ,In service,POD Point
Lough Neagh Discovery Centre,54.496159,-6.384416,BT66 6NJ,In service,POD Point
Lurgan Park & Ride Lough Rd,54.482015,-6.354253,BT66 6JB,In service,POD Point
"Car Park, Fair Green, Lurgan",54.4207,-6.4464,BT62 3EU,In service,POD Point
Meadowlane East Portadown,54.422202,-6.44002,BT62 3TN,Out of service,POD Point
"Carpark  Benson Street, Lisburn",54.5137,-6.0538,BT28 2AA,In service,POD Point
Glenburn Rd Dunmurry,54.550341,-6.005085,BT17 9AQ,In service,POD Point
Glenshane Rd Maghera,54.836708,-6.683699,BT46 5DR,In service,POD Point
"Carpark,  St. Lurachs Road, Magherafelt",54.8434,-6.6713,BT46 5JE,Out of service,POD Point
Bloomfield Shopping Centre,54.647352,-5.658459,BT19 7HB,In service,POD Point
Middle Path/Bridge End Belfast,54.600304,-5.912613,BT5 4BF,In service,POD Point
"Brunswick, Pennyburn Industrial Estate",55.01272,-7.322001,BT48 0LU,In service,POD Point
Maguiresbridge Car Park,54.4171,-7.1484,BT94 4RZ,In service,POD Point
The Outlet Banbridge,54.33123,-6.277062,BT32 4LF,In service,POD Point
"Carpark, Castle Street, Ballycastle",55.200932,-6.253492,BT54 6DR,In service,POD Point
"Main Street, Bushmills",55.204278,-6.522941,BT57 8QF,In service,POD Point
"Carpark Waterside, Coleraine",55.132465,-6.676898,BT51 3DP,In service,POD Point
"Car Park Dunluce Avenue, Portrush",55.2049,-6.6502,BT56 8AH,Out of service,POD Point
"Car Park Lansdowne Crescent, Portrush",55.21123,-6.656502,BT56 8AY,In service,POD Point
"Townhead Street North, Ballymoney",55.071775,-6.519416,BT53 6BE,In service,POD Point
"Victoria Street, Carrickfergus",54.717053,-5.810334,BT38 8AQ,In service,POD Point
"Galgorm Road, Ballymena",54.864446,-6.284769,BT42 1AD,In service,POD Point
Carpark Galgorm Village,54.857101,-6.308798,BT42 1QF,In service,POD Point
"Galgorm Manor Hotel, Ballymena",54.877617,-6.346985,BT42 1EA,Out of service,POD Point
7 Towers Leisure Centre,54.8621,-6.2673,BT43 7BL,In service,POD Point
"Fairhill Shopping Centre, Ballymena",54.869939,-6.27494,BT43 6UF,Out of service,POD Point
Ballygawley Park and Ride,54.456951,-7.033401,BT70 2LT,In service,POD Point
Car Park Scotch Street South,54.502841,-6.769526,BT70 1BD,In service,POD Point
Oaks Shopping Centre Dungannon,54.512094,-6.763396,BT71 4NA,In service,POD Point
"Slieve Donard Resort and Spa, Down?s Roa",54.216337,-5.883547,BT33 0AH,In service,POD Point
Carpark Kennedy Way,54.582112,-5.979061,BT11 9AB,In service,POD Point
Barbican Filling Station,54.2205,-5.8866,BT33 0RJ,In service,POD Point
Trolan's Supervalu Ballymoney,55.0709,-6.5013,BT53 7AB,In service,POD Point
"Benone Tourist Complex, 53 Benone Ave, B",55.163904,-6.871463,BT49 0LQ,In service,POD Point
Roe Valley Country Park Hotel,55.0375,-6.9537,BT49 9EX,In service,POD Point
"New Road, Glenarm",54.968494,-5.950874,BT44 0AU,In service,POD Point
"Quay Street, Bangor",54.664614,-5.66827,BT20 5ED,In service,POD Point
"Main St, Limavady",55.052944,-6.951432,BT47 0EX,In service,POD Point
Dundonald Cinemaplex,54.5895,-5.821811,BT16 1XT,In service,POD Point
"Ivanhoe Hotel, Saintfield Road",54.529472,-5.893496,BT8 8EU,In service,POD Point
Mourne Esplanade,54.0577,-5.99877,BT34 4DB,In service,POD Point
"Ulster Transport Museum, Cultra",54.652793,-5.800031,BT18 0EU,In service,POD Point
"Chapel Road Carpark, Dungiven",54.919368,-6.915843,BT47 4RT,In service,POD Point
Church St Kilrea,54.95111,-6.555297,BT51 5QU,In service,POD Point
"Townsend St, Banbridge",54.347077,-6.269575,BT32 3LF,In service,POD Point
Larne Leisure Centre,54.855201,-5.803055,BT40 1AB,In service,POD Point
Glenavon House Hotel,54.6344,-6.7506,BT80 8JQ,In service,POD Point
Ballygalley Castle Hotel,54.899439,-5.861231,BT40 2QZ,In service,POD Point
"Catherine St, Limavady",55.049487,-6.953681,BT49 9DB,In service,POD Point
"Phoenix Filling Station,Antrim Road, Bal",54.853932,-6.275528,BT42 2BJ,In service,POD Point
"Topaz Service Station, Larne",54.846012,-5.807106,BT40 1AY,In service,POD Point
"Toome Bypass, Toomebridge",54.749279,-6.44828,BT41 3QP,In service,POD Point
"Topaz Service Filling Station,Trory  Enn",54.385592,-7.639049,BT74 6DN,In service,POD Point
Barbican Centra Service Station,54.36808,-6.218712,BT32 4ET,In service,POD Point
"Texaco Garage Junction 1, Antrim",54.73022,-6.227475,BT41 4LQ,In service,POD Point
The Quays Shopping Centre Newry,54.168319,-6.34252,BT35 8QS,In service,POD Point
"Maxol Service Station, Waterside L'Derry",54.995194,-7.306255,BT47 6BG,In service,POD Point
Shane Retail Park,54.572178,-5.970464,BT12 6UA,In service,POD Point
Bells Spar Saintfield Rd Crossgar,54.404049,-5.76861,BT30 9HY,In service,POD Point
Maxol Service Station,54.54723,-5.938462,BT8 7SW,In service,POD Point
Portglenone Rd Randalstown,54.753928,-6.326239,BT41 ,In service,POD Point
Market St Tandragee,54.352986,-6.412773,BT62 2BW,In service,POD Point
Logans of Cloughmills,55.003057,-6.35956,BT44 9PU,In service,POD Point
Joey Dunlop Leisure Centre,55.063197,-6.495632,BT53 7DB,In service,POD Point
"Downshire Place, Banbridge",54.349378,-6.2711,BT32 3JL,In service,POD Point
"Robinson Centre, Montgomery Rd, Belfast",54.577258,-5.882369,BT6 9HS,In service,POD Point
Cookstown Leisure Centre Fountain Road,54.64163,-6.73992,BT80 8QF,In service,POD Point
"Ratkeltair House, Market St",54.325206,-5.72036,BT30 6DR,In service,POD Point
"Car Park, Donard Park, Newcastle",54.205899,-5.89405,BT33 0HL,In service,POD Point
The Quay Strangford,54.37254,-5.555773,BT30 7NH,In service,POD Point
"Spar Car Park, 46 Main Street, Derrylin",54.196089,-7.570044,BT92 9LA,In service,POD Point
"Main Street Crumlin, Antrim",54.619116,-6.213713,BT29 4UP,In service,POD Point
"Edfield Way, Fivemiletown",54.37878,-7.31583,BT75 0PW,In service,POD Point
Lisburn St Hillsborough,54.466053,-6.084082,BT26 6AB,Out of service,POD Point
"Castledawson Roundabout, Castledawson R",54.770986,-6.57608,BT49 0NW,In service,POD Point
St Patricks St Draperstown,54.793289,-6.785016,BT45 7AL,In service,POD Point
Jordanstown Park & Ride,54.687176,-5.897521,BT37 0NX,In service,POD Point
"Main Street, Castlewellan, Down",54.257196,-5.94465,BT31 9DQ,In service,POD Point
"Church Street/Saul Link, Downpatrick",54.331006,-5.714769,BT30 6NQ,In service,POD Point
"Main St, Plumbridge, Strabane",54.767818,-7.250076,BT79 8AA,In service,POD Point
"Havelock Place, Warrenpoint",54.098662,-6.254312,BT34 3NE,In service,POD Point
"Castle Street, Portaferry",54.3821,-5.5476,BT22 1NZ,In service,POD Point
"Greencastle St, Kilkeel",54.0607,-6.0077,BT34 4QD,In service,POD Point
"Cross Lane/Gallows Street, Dromore",54.41549,-6.148853,BT25 1BL,In service,POD Point
"Dobbies Garden World, Saintfield Road ",54.5045,-6.027934,BT27 5EE,In service,POD Point
"Applegreen Templepatrick Services, M2 N/W-bound, Newtownabbey, Antrim",54.694836,-6.018496,BT364RN,Out of service,POD Point
"Shore Road, Belfast, Antrim",54.630038,-5.922514,BT15 9PW,In service,POD Point
Sprucefield Shopping Centre,54.4921,-6.06013,BT27 5UJ,In service,POD Point
Recreation Centre Car Park,54.350726,-6.659026,BT61 7QX,Out of service,ecar NI
DRD Car Park,54.751408,-6.607997,BT45 6DF,In service,ecar NI
DRD Car Park,54.860251,-6.277057,BT42 3AH,In service,ecar NI
Clyde Muirshiel Regional Park (2),55.841582,-4.626057,PA12 2PZ,In service,Charge Your Car
Clyde Muirshiel Regional Park (3),55.832354,-4.697751,PA12 4LB,In service,Charge Your Car
"4c Design Limited, Glasgow (1)",55.875192,-4.249105,G4 9XG,In service,Charge Your Car
"4c Design Limited, Glasgow (2)",55.875192,-4.249105,G4 9XG,In service,Charge Your Car
"Chapel Street Car Park, Aberdeen",57.145769,-2.111092,AB10 1ST,In service,Charge Your Car
"Frederick Street, Aberdeen",57.150441,-2.09244,AB24 5HY,In service,Charge Your Car
"Gallowgate, Aberdeen (1)",57.150666,-2.098204,AB10 1LU,In service,Charge Your Car
"Gallowgate, Aberdeen (2)",57.150994,-2.098388,AB10 1LU,In service,Charge Your Car
Kingswells Park & Ride,57.14977,-2.223608,AB15 8PL,In service,ChargePlace Scotland
"Marischal College, Aberdeen (1)",57.149761,-2.095642,AB10 1AB,In service,Charge Your Car
"Marischal College, Aberdeen (2)",57.149762,-2.095643,AB10 1AB,In service,Charge Your Car
"Marischal College, Aberdeen (3)",57.149763,-2.095644,AB10 1AB,In service,Charge Your Car
"Polmuir Road, Aberdeen",57.132643,-2.102696,AB11 7TH,In service,Charge Your Car
"Sclattie Park, Aberdeen",57.180102,-2.186746,AB21 9RG,In service,Charge Your Car
"West North Street, Aberdeen",57.152825,-2.098314,AB25 1DR,In service,Charge Your Car
Robson Street Car Park,56.833729,-2.464344,AB30 1AA,In service,Charge Your Car
Clyde Muirshiel Regional Park (1),55.797225,-4.619703,PA19 1BE,In service,Charge Your Car
"Ace Winches, Turriff",57.493574,-2.442582,AB53 8EN,In service,Charge Your Car
"Auchrannie House Hotel, Isle of Arran (1)",55.576202,-5.158045,KA27 8BZ,In service,Charge Your Car
"Auchrannie House Hotel, Isle of Arran (2)",55.576202,-5.158045,KA27 8BZ,In service,Charge Your Car
"AV Department, Hillend Industrial Estate",56.04515,-3.34431,KY11 9JF,In service,Charge Your Car
"Balbirnie House Hotel, Glenrothes",56.209598,-3.146017,KY7 6NE,In service,Charge Your Car
Blackadder Caravan Park (1),55.707892,-2.463899,TD10 6XX,In service,Charge Your Car
Blackadder Caravan Park (2),55.707892,-2.463899,TD10 6XX,In service,Charge Your Car
"Blyth Utilities, Alva Industrial Estate",56.150584,-3.788263,FK12 5DQ,In service,Charge Your Car
"Braehead Shopping Centre, Glasgow (1)",55.87423,-4.363483,G51 4BN,In service,Charge Your Car
"Braehead Shopping Centre, Glasgow (2)",55.87423,-4.363483,G51 4BN,In service,Charge Your Car
"Braehead Shopping Centre, Glasgow (3)",55.87423,-4.363483,G51 4BN,In service,Charge Your Car
Kennacraig Ferry Terminal,55.806714,-5.482817,PA29 6YF,In service,Charge Your Car
"Shore Road, Brodick , Arran",55.576989,-5.144091,KA27 8AU,In service,ChargePlace Scotland
"Port Ellen ferry terminal, Islay",55.627781,-6.189654,PA42 7DW,In service,Charge Your Car
"Tarbert ferry terminal, Isle of Harris",57.897222,-6.798833,HS3 3DG,In service,Charge Your Car
Oban ferry terminal,56.412005,-5.476208,PA34 4LT,In service,Charge Your Car
"Changeworks, Edinburgh",55.970317,-3.185805,EH6 5PY,In service,Charge Your Car
"Greenside Street Car Park, Alloa (1)",56.11364,-3.791004,FK10 1EA,In service,Charge Your Car
"Greenside Street Car Park, Alloa (2)",56.11365,-3.791005,FK10 1EA,In service,Charge Your Car
"Kilncraigs Car Park, Alloa (1)",56.112583,-3.789588,FK10 1EB,In service,Charge Your Car
"Kilncraigs Car Park, Alloa (2)",56.112584,-3.789589,FK10 1EB,In service,Charge Your Car
"Kilncraigs Car Park, Alloa (3)",56.112585,-3.78959,FK10 1EB,In service,Charge Your Car
"Clyde Marine Training, Hillington",55.858646,-4.364595,G52 4JQ,In service,Charge Your Car
" Deanside Ltd, Belsize Road",56.470373,-2.910503,DD5 1NF,In service,Charge Your Car
"Deanside Ltd, Dundee Technology Park",56.468893,-3.058722,DD2 1DX,In service,Charge Your Car
Dingwall & Highland Marts Ltd,57.584926,-4.433182,IV15 9TP,In service,Charge Your Car
"Dog Day Care centre, Gorebridge",55.840714,-3.03456,EH23 4NJ,In service,Charge Your Car
Annan Academy,54.98407,-3.26057,DG12 6AP,In service,Charge Your Car
Annan swimming pool,54.98407,-3.26057,DG12 6AP,In service,Charge Your Car
"Brooms Road car park, Dumfries",55.068243,-3.601498,DG1 2SH ,In service,Charge Your Car
Castle Douglas car park,54.941944,-3.92715,DG7 1BE,In service,Charge Your Car
Dumfries and Galloway Council Offices,54.83519,-4.05245,DG6 4JG,In service,Charge Your Car
"English Street, Dumfries (1)",55.06969,-3.6068,DG1 2DD,In service,Charge Your Car
"English Street, Dumfries (2)",55.06969,-3.6068,DG1 2DD,In service,Charge Your Car
Galloway Community Hospital,54.8986,-5.02089,DG9 1DQ,In service,Charge Your Car
Garden Hill Primary Care Centre,54.949728,-3.921779,DG7 3EE,In service,Charge Your Car
"Health Board, Bankhead Road",55.05184,-3.58918,DG1 4AP,In service,Charge Your Car
"Midpark, Dumfries",55.05599,-3.59871,DG1 4TG,In service,Charge Your Car
"Penningham Centre, Newton Stewart",54.95805,-4.48652,DG8 6HD,In service,Charge Your Car
"Gellatly Street Car Park, Dundee",56.462,-2.9665,DD1 3EN,In service,Charge Your Car
Greenmarket Car Park (1),56.456823,-2.97389,DD1 4QB,In service,Charge Your Car
Greenmarket Car Park (2),56.456824,-2.9739,DD1 4QB,In service,Charge Your Car
"Housing Office West, Dundee",56.473072,-3.011416,DD2 3DA,In service,Charge Your Car
"Jack Martin Way, Dundee",56.494875,-2.946799,DD4 9FF,In service,Charge Your Car
"Dundee University, Heathfield Car Park (2)",56.4575,-2.9785,DD1 4HN ,Out of service,Charge Your Car
"Dundee University, Botanic Gardens",56.456491,-3.025192,DD2 1QH,In service,Charge Your Car
"Dundee University, Heathfield Car Park (1)",56.459786,-2.98359,DD1 5EN ,In service,Charge Your Car
"EAE, Loanhead (1)",55.883062,-3.150067,EH20 9TB,In service,Charge Your Car
"EAE, Loanhead (2)",55.883062,-3.150067,EH20 9TB,In service,Charge Your Car
"East Ayrshire Council centre, Dalmellington",55.323543,-4.400388,KA6 7SH ,In service,Charge Your Car
"East Ayrshire Council HQ, Kilmarnock",55.60598,-4.478175,KA3 7BU,In service,Charge Your Car
"East Ayrshire Council Offices, Cumnock",55.452258,-4.262133,KA18 1LH,In service,Charge Your Car
"Multi-Storey Car Park, Kilmarnock",55.61129,-4.495136,KA1 1LU,In service,Charge Your Car
"East Coast Viners, Drumlithie",56.922672,-2.338725,AB39 3XA,In service,Charge Your Car
"Bleachingfield Community Centre, Dunbar (1)",56.000851,-2.520146,EH42 1DX,In service,ChargePlace Scotland
"Bleachingfield Community Centre, Dunbar (2)",56.000852,-2.520147,EH42 1DX,In service,Charge Your Car
"East Lothian Council, Haddington (1)",55.954882,-2.780977,EH41 3HA,In service,Charge Your Car
"East Lothian Council, Haddington (2)",55.954883,-2.780978,EH41 3HA,In service,Charge Your Car
"East Lothian Council, Haddington (3)",55.954884,-2.780979,EH41 3HA,In service,Charge Your Car
"East Lothian Council, Haddington (4)",55.954885,-2.78098,EH41 3HA,In service,Charge Your Car
